x
0
18.819171
18.624785
18.624785
18.42927
18.42927
18.277072
18.277072
18.081736
57.902569
57.749213
58.064546
57.856215
57.856215
57.664829
57.664829
57.41116
57.41116
56.821582
56.821582
56.127978
56.127978
55.485719
55.485719
54.929387
54.929387
54.336033
54.336033
53.723125
53.723125
53.081267
115.135201
114.428321
163.411278
162.680539
162.680539
162.083552
162.190131
161.929216
161.929216
161.750238
161.750238
161.598995
161.598995
161.422389
161.422389
161.21455
161.21455
160.562573
160.562573
159.599762
159.599762
158.767997
162.282997
162.000666
165.087083
164.55628
164.55628
164.288406
164.288406
163.645704
163.645704
163.019061
163.019061
162.221907
162.221907
161.4481
161.4481
160.685167
160.76042
160.081111
160.081111
159.528314
159.528314
158.92374
158.92374
158.219699
158.219699
157.578951
157.578951
156.992862
156.992862
156.442137
156.442137
155.834904
155.834904
155.33095
155.33095
154.51222
178.23222
177.461885
215.171885
214.513973
295.493973
294.803305
330.080479
329.130231
351.257923
350.361827
383.405693
382.410288
382.410288
381.128023
381.128023
379.8006
379.8006
378.571316
378.571316
377.582091
377.582091
376.475902
376.475902
375.21013
375.21013
374.094447
374.094447
373.109187
373.109187
372.099218
372.099218
370.939704
393.867164
393.400663
393.400663
392.984037
392.984037
392.566229
392.566229
391.644953
391.644953
390.706058
390.706058
389.55633
392.699663
391.638662
420.237015
419.151043
430.091043
428.766756
437.506756
436.474909
441.902409
441.181315
442.211315
441.218027
463.358027
462.115956
483.356026
483.023007
483.612174
483.217522
483.217522
482.829697
482.829697
482.493216
482.493216
482.085392
482.085392
481.648444
481.648444
480.910677
480.910677
479.743707
479.743707
478.55693
478.55693
477.179185
477.179185
475.723168
487.493168
485.95216
487.94691
486.734916
492.559416
491.446394
493.860394
493.339527
493.339527
492.922465
495.759798
495.282339
511.842339
511.374204
511.374204
510.836721
512.234721
511.686123
517.53979
516.508654
516.723154
515.839512
515.839512
514.645185
514.645185
514.014268
514.014268
513.426339
513.426339
512.018877
514.468877
513.064149
615.174149
614.258323
677.948323
676.662204
677.005954
675.66134
675.66134
674.241745
674.241745
672.802001
672.802001
671.286452
671.286452
669.633727
669.633727
667.551485
667.551485
665.37149
738.59645
736.459598
795.180517
